uri,lcsh_topic,lcsh_t1,count
http://bnb.data.bl.uk/id/resource/005589744,Polyolefins,Polyolefins,68
http://bnb.data.bl.uk/id/resource/005589745,Computer storage devices,Computer storage devices,2
http://bnb.data.bl.uk/id/resource/005589747,Wire netting,Wire netting,1
http://bnb.data.bl.uk/id/resource/005589748,Floor coverings,Floor coverings,6
http://bnb.data.bl.uk/id/resource/005589749,Coal--Testing,Coal,23
http://bnb.data.bl.uk/id/resource/005589750,Iron ores--Analysis,Iron ores,2
http://bnb.data.bl.uk/id/resource/005589752,Gymnasiums--Apparatus and equipment,Gymnasiums,8
http://bnb.data.bl.uk/id/resource/005589753,Steel castings--Welding,Steel castings,2
http://bnb.data.bl.uk/id/resource/005589754,Hospital beds,Hospital beds,2
http://bnb.data.bl.uk/id/resource/005589755,Gymnasiums--Apparatus and equipment,Gymnasiums,8
http://bnb.data.bl.uk/id/resource/005589756,Gas-governors,Gas-governors,1
http://bnb.data.bl.uk/id/resource/005589757,Magnesium--Analysis--Standards,Magnesium alloys,3
http://bnb.data.bl.uk/id/resource/005589758,Hospital beds,Hospital beds,2
http://bnb.data.bl.uk/id/resource/005589759,Grinding wheels--Standards,Grinding wheels,2
http://bnb.data.bl.uk/id/resource/005589760,Gymnasiums--Apparatus and equipment,Gymnasiums,8
http://bnb.data.bl.uk/id/resource/005589761,Aluminum--Analysis,Aluminum alloys,10
http://bnb.data.bl.uk/id/resource/005589762,Pipe lines,Pipe lines,4
http://bnb.data.bl.uk/id/resource/005589763,Gymnasiums--Apparatus and equipment,Gymnasiums,8
http://bnb.data.bl.uk/id/resource/005589764,"Hospitals--Furniture, equipment, etc.",Hospitals,62
http://bnb.data.bl.uk/id/resource/005589765,Phonograph,Phonograph,1
http://bnb.data.bl.uk/id/resource/005589766,High alumina cement--Specifications,High alumina cement,1
http://bnb.data.bl.uk/id/resource/005589767,Electric wire--Standards,Electric wire,11
http://bnb.data.bl.uk/id/resource/005589768,Flowers--Transportation,Flowers,3
http://bnb.data.bl.uk/id/resource/005589769,Girders--Standards,Girders,6
http://bnb.data.bl.uk/id/resource/005589770,Portland cement,Portland cement,5
http://bnb.data.bl.uk/id/resource/005589771,Gymnasiums--Apparatus and equipment,Gymnasiums,8
http://bnb.data.bl.uk/id/resource/005589772,Dental instruments and apparatus,Dental instruments and apparatus,1
http://bnb.data.bl.uk/id/resource/005589773,Electric light fixtures,Electric light fixtures,7
http://bnb.data.bl.uk/id/resource/005589774,Fences,Fences,14
http://bnb.data.bl.uk/id/resource/005589775,Chucks,Chucks,1
http://bnb.data.bl.uk/id/resource/005589776,Magnetic recorders and recording,Magnetic recorders and recording,2
http://bnb.data.bl.uk/id/resource/005589777,Doors--Standards,Doors,3
http://bnb.data.bl.uk/id/resource/005589778,Electrical engineering--Terminology,Electrical engineering,54
http://bnb.data.bl.uk/id/resource/005589779,Plumbing--Equipment and supplies--Standards,Plumbing,7
http://bnb.data.bl.uk/id/resource/005589780,Heating--Equipment and supplies,Heating,24
http://bnb.data.bl.uk/id/resource/005589781,Electric machinery--Standards,Electric machinery,16
http://bnb.data.bl.uk/id/resource/005589782,Fiberboard--Standards--Great Britain,Fiberboard,2
http://bnb.data.bl.uk/id/resource/005589783,Heat exchangers--Testing,Heat exchangers,1
http://bnb.data.bl.uk/id/resource/005589784,Drawing instruments,Drawing instruments,2
http://bnb.data.bl.uk/id/resource/005589785,Glazes,Glazes,2
http://bnb.data.bl.uk/id/resource/005589786,Drawing instruments,Drawing instruments,2
http://bnb.data.bl.uk/id/resource/005589787,Zinc--Analysis,Zinc alloys,8
http://bnb.data.bl.uk/id/resource/005589788,Fences,Fences,14
http://bnb.data.bl.uk/id/resource/005589789,Elevators,Elevators,5
http://bnb.data.bl.uk/id/resource/005589790,Lead--Analysis,Lead alloys,7
http://bnb.data.bl.uk/id/resource/005589791,Fences,Fences,14
http://bnb.data.bl.uk/id/resource/005589792,Walls,Walls,7
http://bnb.data.bl.uk/id/resource/005589793,"Household appliances, Electric","Household appliances, Electric",57
http://bnb.data.bl.uk/id/resource/005589794,Rubber--Testing--Standards,Rubber,24
http://bnb.data.bl.uk/id/resource/005589795,Fences,Fences,14
http://bnb.data.bl.uk/id/resource/005589796,Calibration,Calibration,2
http://bnb.data.bl.uk/id/resource/005589797,"Household appliances, Electric","Household appliances, Electric",57
http://bnb.data.bl.uk/id/resource/005589798,Glazes,Glazes,2
http://bnb.data.bl.uk/id/resource/005589799,Refuse and refuse disposal,Refuse and refuse disposal,10
http://bnb.data.bl.uk/id/resource/005589800,Electrical engineering--Terminology,Electrical engineering,54
http://bnb.data.bl.uk/id/resource/005589801,Printed circuits--Standards--Great Britain,Printed circuits,8
http://bnb.data.bl.uk/id/resource/005589802,Electric light fixtures,Electric light fixtures,7
http://bnb.data.bl.uk/id/resource/005589803,Sanitary engineering--Apparatus and supplies,Sanitary engineering,4
http://bnb.data.bl.uk/id/resource/005589804,"Household appliances, Electric","Household appliances, Electric",57
http://bnb.data.bl.uk/id/resource/005589805,Printed circuits--Standards--Great Britain,Printed circuits,8
http://bnb.data.bl.uk/id/resource/005589806,Packaging--Testing,Packaging,20
http://bnb.data.bl.uk/id/resource/005589807,Materials handling--Dictionaries,Materials handling,15
http://bnb.data.bl.uk/id/resource/005589808,Architectural design,Architectural design,14
http://bnb.data.bl.uk/id/resource/005589809,Printed circuits--Standards--Great Britain,Printed circuits,8
http://bnb.data.bl.uk/id/resource/005589810,Furniture finishing,Furniture finishing,2
http://bnb.data.bl.uk/id/resource/005589811,Computer input-output equipment,Computer input-output equipment,1
http://bnb.data.bl.uk/id/resource/005589812,Mechanical drawing,Mechanical drawing,61
http://bnb.data.bl.uk/id/resource/005589813,Roads--Safety measures,Roads,30
http://bnb.data.bl.uk/id/resource/005589814,Printed circuits--Standards--Great Britain,Printed circuits,8
http://bnb.data.bl.uk/id/resource/005589815,Steel wire--Standards,Steel wire,4
http://bnb.data.bl.uk/id/resource/005589816,Mechanical drawing,Mechanical drawing,61
http://bnb.data.bl.uk/id/resource/005589817,Printed circuits--Standards--Great Britain,Printed circuits,8
http://bnb.data.bl.uk/id/resource/005589818,Silico-phosphate cement,Silico-phosphate cement,1
http://bnb.data.bl.uk/id/resource/005589819,Mechanical drawing,Mechanical drawing,61
http://bnb.data.bl.uk/id/resource/005589820,Welding--Standards,Welding,25
http://bnb.data.bl.uk/id/resource/005589821,"Household appliances, Electric","Household appliances, Electric",57
http://bnb.data.bl.uk/id/resource/005589822,Printed circuits--Standards--Great Britain,Printed circuits,8
http://bnb.data.bl.uk/id/resource/005589823,Welded joints--Testing,Welded joints,7
http://bnb.data.bl.uk/id/resource/005589824,Semiconductors,Semiconductors,33
http://bnb.data.bl.uk/id/resource/005589825,Printed circuits--Standards--Great Britain,Printed circuits,8
http://bnb.data.bl.uk/id/resource/005589826,"Electric machinery, Explosionproof","Electric machinery, Explosionproof",2
http://bnb.data.bl.uk/id/resource/005589827,Welded joints--Testing,Welded joints,7
http://bnb.data.bl.uk/id/resource/005589828,Steel--Specifications,Steel strip,29
http://bnb.data.bl.uk/id/resource/005589829,Architectural design,Architectural design,14
http://bnb.data.bl.uk/id/resource/005589830,Pipe flanges,Pipe flanges,3
http://bnb.data.bl.uk/id/resource/005589831,Photography--Printing papers,Photography,26
http://bnb.data.bl.uk/id/resource/005589832,Mining engineering--Dictionaries,Mining engineering,4
http://bnb.data.bl.uk/id/resource/005589833,Pipe lines,Pipe lines,4
http://bnb.data.bl.uk/id/resource/005589834,Optical character recognition,Optical character recognition,3
http://bnb.data.bl.uk/id/resource/005589835,Magnetic tapes,Magnetic tapes,4
http://bnb.data.bl.uk/id/resource/005589836,Electric switchgear,Electric switchgear,7
http://bnb.data.bl.uk/id/resource/005589837,Packaging--Testing,Packaging,20
http://bnb.data.bl.uk/id/resource/005589838,Vulcanization,Vulcanization,24
http://bnb.data.bl.uk/id/resource/005589839,Photography--Printing papers,Photography,26
http://bnb.data.bl.uk/id/resource/005589840,Steel--Specifications,Steel,29
http://bnb.data.bl.uk/id/resource/005589841,Air--Pollution--Measurement,Air,41
http://bnb.data.bl.uk/id/resource/005589842,"Household appliances, Electric","Household appliances, Electric",57
http://bnb.data.bl.uk/id/resource/005589843,"Household appliances, Electric","Household appliances, Electric",57
http://bnb.data.bl.uk/id/resource/005589844,Fences,Fences,14
http://bnb.data.bl.uk/id/resource/005589845,Packaging--Testing,Packaging,20
http://bnb.data.bl.uk/id/resource/005589846,Concrete products--Standards--Great Britain,Concrete products,3
http://bnb.data.bl.uk/id/resource/005589847,Hot-water heating,Hot-water heating,2
http://bnb.data.bl.uk/id/resource/005589848,"Steel, Stainless","Steel, Stainless",3
http://bnb.data.bl.uk/id/resource/005589849,Radio capacitors,Radio capacitors,3
http://bnb.data.bl.uk/id/resource/005589850,Screwdrivers,Screwdrivers,5
http://bnb.data.bl.uk/id/resource/005589851,Surfaces (Technology),Surfaces (Technology),9
http://bnb.data.bl.uk/id/resource/005589852,Water heaters,Water heaters,3
http://bnb.data.bl.uk/id/resource/005589853,Pipe-fittings--Standards,Pipe-fittings,70
http://bnb.data.bl.uk/id/resource/005589854,Electric machinery--Standards,Electric machinery,16
http://bnb.data.bl.uk/id/resource/005589855,Electric machinery--Standards,Electric machinery,16
http://bnb.data.bl.uk/id/resource/005589856,Electrical engineering--Terminology,Electrical engineering,54
http://bnb.data.bl.uk/id/resource/005589857,Pipe flanges--Standards,Pipe flanges,3
http://bnb.data.bl.uk/id/resource/005589858,Electric lines,Electric lines,4
http://bnb.data.bl.uk/id/resource/005589859,Printing machinery and supplies--Standards,Printing machinery and supplies,3
http://bnb.data.bl.uk/id/resource/005589860,Electric light fixtures,Electric light fixtures,7
http://bnb.data.bl.uk/id/resource/005589861,Printing machinery and supplies--Standards,Printing machinery and supplies,3
http://bnb.data.bl.uk/id/resource/005589862,Air conditioning--Standards,Air conditioning,15
http://bnb.data.bl.uk/id/resource/005589863,Electric motors--Starting devices--Standards,Electric motors,7
http://bnb.data.bl.uk/id/resource/005589864,Electric wiring--Testing,Electric wiring,11
http://bnb.data.bl.uk/id/resource/005589865,Steel--Magnetic properties,Steel strips,31
http://bnb.data.bl.uk/id/resource/005589866,Silica,Silica,7
http://bnb.data.bl.uk/id/resource/005589867,Valves,Valves,7
http://bnb.data.bl.uk/id/resource/005589868,Street-lighting,Street-lighting,2
http://bnb.data.bl.uk/id/resource/005589870,Printing machinery and supplies--Standards,Printing machinery and supplies,3
http://bnb.data.bl.uk/id/resource/005589871,Steel--Magnetic properties,Steel strips,31
http://bnb.data.bl.uk/id/resource/005589872,Electric conduits,Electric conduits,1
http://bnb.data.bl.uk/id/resource/005589873,Aluminum--Analysis,Aluminum alloys,10
http://bnb.data.bl.uk/id/resource/005589874,Photography--Films--Standards,Photography,26
http://bnb.data.bl.uk/id/resource/005589875,"Steel, Structural","Steel, Structural",9
http://bnb.data.bl.uk/id/resource/005589876,Steel--Magnetic properties,Steel strips,31
http://bnb.data.bl.uk/id/resource/005589878,Mattresses--Standards,Mattresses,2
http://bnb.data.bl.uk/id/resource/005589879,Steel--Magnetic properties,Steel strips,31
http://bnb.data.bl.uk/id/resource/005589880,Bolts and nuts--Standards,Bolts and nuts,3
http://bnb.data.bl.uk/id/resource/005589881,Uniforms,Uniforms,4
http://bnb.data.bl.uk/id/resource/005589882,Gas-meters,Gas-meters,5
http://bnb.data.bl.uk/id/resource/005589883,Welded joints--Testing,Welded joints,29
http://bnb.data.bl.uk/id/resource/005589884,Steel--Magnetic properties,Steel strips,31
http://bnb.data.bl.uk/id/resource/005589885,Steel--Specifications,Steel,29
http://bnb.data.bl.uk/id/resource/005589887,Welded joints--Testing,Welded joints,29
http://bnb.data.bl.uk/id/resource/005589888,Core drilling--Standards,Core drilling,1
http://bnb.data.bl.uk/id/resource/005589890,Walls,Walls,7
http://bnb.data.bl.uk/id/resource/005589891,Electrical engineering--Dictionaries,Electrical engineering,54
http://bnb.data.bl.uk/id/resource/005589892,Thermoplastics,Thermoplastics,6
http://bnb.data.bl.uk/id/resource/005589893,Sealing compounds--Testing,Sealing compounds,31
http://bnb.data.bl.uk/id/resource/005589896,"Machine-tools--Charts, diagrams, etc.",Machine-tools,38
http://bnb.data.bl.uk/id/resource/005589897,Bolts and nuts--Standards,Bolts and nuts,3
http://bnb.data.bl.uk/id/resource/005589898,Drugs,Drugs,50
http://bnb.data.bl.uk/id/resource/005589899,Bolts and nuts--Standards,Bolts and nuts,3
http://bnb.data.bl.uk/id/resource/005589900,Glazing--Standards,Glazing,2
http://bnb.data.bl.uk/id/resource/005589901,Water storage,Water storage,8
http://bnb.data.bl.uk/id/resource/005589903,Gas-pipes,Gas-pipes,5
http://bnb.data.bl.uk/id/resource/005589904,Steel--Specifications,Steel,29
http://bnb.data.bl.uk/id/resource/005589905,Tines,Tines,1
http://bnb.data.bl.uk/id/resource/005589906,Aluminum alloys,Aluminum alloys,10
http://bnb.data.bl.uk/id/resource/005589907,Archives,Archives,18
http://bnb.data.bl.uk/id/resource/005589908,Coke--Testing,Coke,23
http://bnb.data.bl.uk/id/resource/005589909,Gypsum,Gypsum,31
http://bnb.data.bl.uk/id/resource/005589910,Aluminum alloys,Aluminum alloys,10
http://bnb.data.bl.uk/id/resource/005589911,Materials handling--Dictionaries,Materials handling,15
http://bnb.data.bl.uk/id/resource/005589912,Coke--Testing,Coke,23
http://bnb.data.bl.uk/id/resource/005589913,Polyvinyl chloride,Polyvinyl chloride,6
http://bnb.data.bl.uk/id/resource/005589914,Aluminum alloys,Aluminum alloys,10
http://bnb.data.bl.uk/id/resource/005589915,Coke--Testing,Coke,23
http://bnb.data.bl.uk/id/resource/005589916,Screwdrivers--Standards,Screwdrivers,5
http://bnb.data.bl.uk/id/resource/005589917,Gypsum,Gypsum,31
http://bnb.data.bl.uk/id/resource/005589918,Spraying equipment--Specifications,Spraying equipment,1
http://bnb.data.bl.uk/id/resource/005589919,Liquefied gases--Transportation,Liquefied gases,8
http://bnb.data.bl.uk/id/resource/005589920,Coke--Testing,Coke,23
http://bnb.data.bl.uk/id/resource/005589921,Timber,Timber,12
http://bnb.data.bl.uk/id/resource/005589922,Aluminum alloys,Aluminum alloys,10
http://bnb.data.bl.uk/id/resource/005589923,Plastics,Plastics,68
http://bnb.data.bl.uk/id/resource/005589924,Aluminum alloys,Aluminum alloys,10
http://bnb.data.bl.uk/id/resource/005589925,Chains--Standards,Chains,3
http://bnb.data.bl.uk/id/resource/005589926,Concrete--Testing,Concrete,23
http://bnb.data.bl.uk/id/resource/005589927,Machine-tools--Numerical control,Machine-tools,38
